bommie_number,siteCode,siteNumber,date,startTime,endTime,site,lat_start,lon_start,lat_end,lon_end,x_coord,y_coord,live_coral_total,dead_coral_total,turf_total,macroalgae_total,rock_total,invertebrate_total,number_total_points,proportion_live_coral,proportion_dead_coral,proportion_turf,proportion_macroalgae,proportion_rock,proportion_invertebrate,final_coralSpecies,depth,height,length,width,circumference,depth_to_benthos,L_onLive,L_onDead,D_liveOnLive,D_liveOnDead,D_deadOnLive,D_deadOnDead,tridacna,spirobranchus,total_L,total_live_D,total_D,density_L_onLive,density_L_onDead,density_D_liveOnLive,density_D_liveOnDead,density_D_deadOnLive,density_D_deadOnDead,density_tridacna,density_spirobranchus,density_total_L,density_total_live_D,density_total_D,percent_N_jan,percent_N_may,percent_N_aug,jan_d15,may_d15,aug_d15,avg_speed,avg_speed_offshore,distanceOutBay,L_onLive_diameter,L_onDead_diameter,D_onLive_diameter,D_onDead_diameter,notes,collector1,collector2,collector3,,,,,,,,,,,,,,,,,,,,,,,
5,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,22,-9,0,5,0,0,0,0,5,0,1,0,0,0,0,Porites lobata,98,26,33,28,72,124,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
5,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,22,-9,0,5,0,0,0,0,5,0,1,0,0,0,0,Porites lobata,98,26,33,28,72,124,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
5,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,22,-9,0,5,0,0,0,0,5,0,1,0,0,0,0,Porites lobata,98,26,33,28,72,124,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,,,,,Ethan Kahn,Natalie Loftus,,,,,,,,,,,,,,,,,,,,,,,,
6,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,24,-5,1,1,18,5,0,0,25,0.04,0.04,0.72,0.2,0,0,Porites lobata,106,33,50,44,120,139,1,2,0,0,0,10,1,0,3,0,10,1,0.083,0,0,0,0.417,0.04,0,0.12,0,0.4,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,0.7,1.3,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
6,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,24,-5,1,1,18,5,0,0,25,0.04,0.04,0.72,0.2,0,0,Porites lobata,106,33,50,44,120,139,1,2,0,0,0,10,1,0,3,0,10,1,0.083,0,0,0,0.417,0.04,0,0.12,0,0.4,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,5.3,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
6,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,24,-5,1,1,18,5,0,0,25,0.04,0.04,0.72,0.2,0,0,Porites lobata,106,33,50,44,120,139,1,2,0,0,0,10,1,0,3,0,10,1,0.083,0,0,0,0.417,0.04,0,0.12,0,0.4,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
6,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,24,-5,1,1,18,5,0,0,25,0.04,0.04,0.72,0.2,0,0,Porites lobata,106,33,50,44,120,139,1,2,0,0,0,10,1,0,3,0,10,1,0.083,0,0,0,0.417,0.04,0,0.12,0,0.4,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,,,,,Ethan Kahn,Natalie Loftus,,,,,,,,,,,,,,,,,,,,,,,,
7,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,33,-4,34,0,8,0,0,0,42,0.81,0,0.19,0,0,0,Porites lobata,106,38,49,44,141,144,50,1,6,3,0,2,1,0,51,9,11,1.471,0.125,0.176,0.375,0,0.25,0.024,0,1.214,0.214,0.262,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,1.4,4.2,1.4,2.4,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
7,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,33,-4,34,0,8,0,0,0,42,0.81,0,0.19,0,0,0,Porites lobata,106,38,49,44,141,144,50,1,6,3,0,2,1,0,51,9,11,1.471,0.125,0.176,0.375,0,0.25,0.024,0,1.214,0.214,0.262,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,1.4,,2.5,3.1,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
7,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,33,-4,34,0,8,0,0,0,42,0.81,0,0.19,0,0,0,Porites lobata,106,38,49,44,141,144,50,1,6,3,0,2,1,0,51,9,11,1.471,0.125,0.176,0.375,0,0.25,0.024,0,1.214,0.214,0.262,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,0.8,,3,2.1,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
7,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,33,-4,34,0,8,0,0,0,42,0.81,0,0.19,0,0,0,Porites lobata,106,38,49,44,141,144,50,1,6,3,0,2,1,0,51,9,11,1.471,0.125,0.176,0.375,0,0.25,0.024,0,1.214,0.214,0.262,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,1.4,,2,,,Ethan Kahn,Natalie Loftus,,,,,,,,,,,,,,,,,,,,,,,,
8,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,42,-3,0,0,3,3,0,0,6,0,0,0.5,0.5,0,0,Porites lobata,131,21,28,22,74,152,0,4,0,0,0,0,0,0,4,0,0,,0.667,,0,,0,0,0,0.667,0,0,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,3,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
8,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,42,-3,0,0,3,3,0,0,6,0,0,0.5,0.5,0,0,Porites lobata,131,21,28,22,74,152,0,4,0,0,0,0,0,0,4,0,0,,0.667,,0,,0,0,0,0.667,0,0,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,3.7,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
8,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,42,-3,0,0,3,3,0,0,6,0,0,0.5,0.5,0,0,Porites lobata,131,21,28,22,74,152,0,4,0,0,0,0,0,0,4,0,0,,0.667,,0,,0,0,0,0.667,0,0,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,5.3,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
8,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,42,-3,0,0,3,3,0,0,6,0,0,0.5,0.5,0,0,Porites lobata,131,21,28,22,74,152,0,4,0,0,0,0,0,0,4,0,0,,0.667,,0,,0,0,0,0.667,0,0,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,5.2,,,,Ethan Kahn,Natalie Loftus,,,,,,,,,,,,,,,,,,,,,,,,
9,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,46,-7,3,1,78,18,0,0,100,0.03,0.01,0.78,0.18,0,0,Porites lobata,87,60,78,74,227,147,3,15,0,0,0,5,0,0,18,0,5,1,0.155,0,0,0,0.052,0,0,0.18,0,0.05,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,0.3,4.2,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
9,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,46,-7,3,1,78,18,0,0,100,0.03,0.01,0.78,0.18,0,0,Porites lobata,87,60,78,74,227,147,3,15,0,0,0,5,0,0,18,0,5,1,0.155,0,0,0,0.052,0,0,0.18,0,0.05,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,0.8,5.8,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
9,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,46,-7,3,1,78,18,0,0,100,0.03,0.01,0.78,0.18,0,0,Porites lobata,87,60,78,74,227,147,3,15,0,0,0,5,0,0,18,0,5,1,0.155,0,0,0,0.052,0,0,0.18,0,0.05,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,0.3,4.7,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
9,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,46,-7,3,1,78,18,0,0,100,0.03,0.01,0.78,0.18,0,0,Porites lobata,87,60,78,74,227,147,3,15,0,0,0,5,0,0,18,0,5,1,0.155,0,0,0,0.052,0,0,0.18,0,0.05,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,3.6,,,,Ethan Kahn,Natalie Loftus,,,,,,,,,,,,,,,,,,,,,,,,
10,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,48,-3,0,0,133,19,0,1,153,0,0,0.869,0.124,0,0.007,Porites lobata,63,94,107,72,297,157,0,33,0,0,0,20,1,0,33,0,20,,0.216,,0,,0.131,0.007,0,0.216,0,0.131,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,1.4,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
10,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,48,-3,0,0,133,19,0,1,153,0,0,0.869,0.124,0,0.007,Porites lobata,63,94,107,72,297,157,0,33,0,0,0,20,1,0,33,0,20,,0.216,,0,,0.131,0.007,0,0.216,0,0.131,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,5.3,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
10,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,48,-3,0,0,133,19,0,1,153,0,0,0.869,0.124,0,0.007,Porites lobata,63,94,107,72,297,157,0,33,0,0,0,20,1,0,33,0,20,,0.216,,0,,0.131,0.007,0,0.216,0,0.131,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,3.1,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
10,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,48,-3,0,0,133,19,0,1,153,0,0,0.869,0.124,0,0.007,Porites lobata,63,94,107,72,297,157,0,33,0,0,0,20,1,0,33,0,20,,0.216,,0,,0.131,0.007,0,0.216,0,0.131,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,1.4,,,,Ethan Kahn,Natalie Loftus,,,,,,,,,,,,,,,,,,,,,,,,
11,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,2,9,2,46,0,5,0,0,53,0.038,0.868,0,0.094,0,0,Porites lobata,142,69,67,44,176,211,0,18,0,0,0,0,0,0,18,0,0,0,0.353,0,0,0,0,0,0,0.34,0,0,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,6,,,16 holes (not Dendropoma),Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
11,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,2,9,2,46,0,5,0,0,53,0.038,0.868,0,0.094,0,0,Porites lobata,142,69,67,44,176,211,0,18,0,0,0,0,0,0,18,0,0,0,0.353,0,0,0,0,0,0,0.34,0,0,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,6.2,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
11,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,2,9,2,46,0,5,0,0,53,0.038,0.868,0,0.094,0,0,Porites lobata,142,69,67,44,176,211,0,18,0,0,0,0,0,0,18,0,0,0,0.353,0,0,0,0,0,0,0.34,0,0,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,6.4,,,,Natalie Loftus,Anthony Baniaga,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,
11,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,2,9,2,46,0,5,0,0,53,0.038,0.868,0,0.094,0,0,Porites lobata,142,69,67,44,176,211,0,18,0,0,0,0,0,0,18,0,0,0,0.353,0,0,0,0,0,0,0.34,0,0,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,5,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
12,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,6,7,0,24,0,23,0,0,47,0,0.511,0,0.489,0,0,Porites lobata,200,62,45,40,114,262,0,21,0,1,0,9,0,0,21,1,10,,0.447,,0.021,,0.191,0,0,0.447,0.021,0.213,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,6.1,,5,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
12,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,6,7,0,24,0,23,0,0,47,0,0.511,0,0.489,0,0,Porites lobata,200,62,45,40,114,262,0,21,0,1,0,9,0,0,21,1,10,,0.447,,0.021,,0.191,0,0,0.447,0.021,0.213,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,7.1,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
12,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,6,7,0,24,0,23,0,0,47,0,0.511,0,0.489,0,0,Porites lobata,200,62,45,40,114,262,0,21,0,1,0,9,0,0,21,1,10,,0.447,,0.021,,0.191,0,0,0.447,0.021,0.213,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,5.1,,,,Natalie Loftus,Anthony Baniaga,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,
12,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,6,7,0,24,0,23,0,0,47,0,0.511,0,0.489,0,0,Porites lobata,200,62,45,40,114,262,0,21,0,1,0,9,0,0,21,1,10,,0.447,,0.021,,0.191,0,0,0.447,0.021,0.213,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,7.1,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
13,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,9,9,1,10,33,0,0,0,44,0.023,0.227,0.75,0,0,0,Porites lobata,352,44,52,43,166,396,7,53,0,0,0,3,0,0,60,0,3,7,1.233,0,0,0,0.07,0,0,1.364,0,0.068,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,4.1,7,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
13,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,9,9,1,10,33,0,0,0,44,0.023,0.227,0.75,0,0,0,Porites lobata,352,44,52,43,166,396,7,53,0,0,0,3,0,0,60,0,3,7,1.233,0,0,0,0.07,0,0,1.364,0,0.068,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,3.3,6.3,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
13,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,9,9,1,10,33,0,0,0,44,0.023,0.227,0.75,0,0,0,Porites lobata,352,44,52,43,166,396,7,53,0,0,0,3,0,0,60,0,3,7,1.233,0,0,0,0.07,0,0,1.364,0,0.068,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,2.2,7,,,,Natalie Loftus,Anthony Baniaga,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,
13,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,9,9,1,10,33,0,0,0,44,0.023,0.227,0.75,0,0,0,Porites lobata,352,44,52,43,166,396,7,53,0,0,0,3,0,0,60,0,3,7,1.233,0,0,0,0.07,0,0,1.364,0,0.068,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,1.9,6,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
14,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,11,4,1,11,30,23,0,0,65,0.015,0.169,0.462,0.354,0,0,Porites lobata,112,43,51,44,151,155,0,8,0,0,0,0,0,0,8,0,0,0,0.125,0,0,0,0,0,0,0.123,0,0,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,7,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
14,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,11,4,1,11,30,23,0,0,65,0.015,0.169,0.462,0.354,0,0,Porites lobata,112,43,51,44,151,155,0,8,0,0,0,0,0,0,8,0,0,0,0.125,0,0,0,0,0,0,0.123,0,0,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,7,,,1? hole but unclear --> removed in clean data,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
14,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,11,4,1,11,30,23,0,0,65,0.015,0.169,0.462,0.354,0,0,Porites lobata,112,43,51,44,151,155,0,8,0,0,0,0,0,0,8,0,0,0,0.125,0,0,0,0,0,0,0.123,0,0,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,4.2,,,,Natalie Loftus,Anthony Baniaga,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,
14,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,11,4,1,11,30,23,0,0,65,0.015,0.169,0.462,0.354,0,0,Porites lobata,112,43,51,44,151,155,0,8,0,0,0,0,0,0,8,0,0,0,0.125,0,0,0,0,0,0,0.123,0,0,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,6.1,,,89 (small tiny holes on dead coral near each other doesn't seem like dendro),Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
15,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,20,6,7,56,0,2,0,0,65,0.108,0.862,0,0.031,0,0,Porites lobata,193,60,75,54,213,253,0,37,0,0,0,8,0,0,37,0,8,0,0.638,0,0,0,0.138,0,0,0.569,0,0.123,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,5,,,1 dead Tridacna,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
15,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,20,6,7,56,0,2,0,0,65,0.108,0.862,0,0.031,0,0,Porites lobata,193,60,75,54,213,253,0,37,0,0,0,8,0,0,37,0,8,0,0.638,0,0,0,0.138,0,0,0.569,0,0.123,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,4.9,,,"4 (holes but coral too dead to tell, not dendro?)",Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
15,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,20,6,7,56,0,2,0,0,65,0.108,0.862,0,0.031,0,0,Porites lobata,193,60,75,54,213,253,0,37,0,0,0,8,0,0,37,0,8,0,0.638,0,0,0,0.138,0,0,0.569,0,0.123,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,7,,,,Natalie Loftus,Anthony Baniaga,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,
15,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,20,6,7,56,0,2,0,0,65,0.108,0.862,0,0.031,0,0,Porites lobata,193,60,75,54,213,253,0,37,0,0,0,8,0,0,37,0,8,0,0.638,0,0,0,0.138,0,0,0.569,0,0.123,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,6.9,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
16,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,22,3,0,7,28,11,0,0,46,0,0.152,0.609,0.239,0,0,Porites lobata,130,41,65,60,186,171,0,19,0,0,0,3,0,0,19,0,3,,0.413,,0,,0.065,0,0,0.413,0,0.065,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,5.5,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
16,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,22,3,0,7,28,11,0,0,46,0,0.152,0.609,0.239,0,0,Porites lobata,130,41,65,60,186,171,0,19,0,0,0,3,0,0,19,0,3,,0.413,,0,,0.065,0,0,0.413,0,0.065,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,5.6,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
16,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,22,3,0,7,28,11,0,0,46,0,0.152,0.609,0.239,0,0,Porites lobata,130,41,65,60,186,171,0,19,0,0,0,3,0,0,19,0,3,,0.413,,0,,0.065,0,0,0.413,0,0.065,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,5.6,,,day 2,Natalie Loftus,Anthony Baniaga,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,
16,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,22,3,0,7,28,11,0,0,46,0,0.152,0.609,0.239,0,0,Porites lobata,130,41,65,60,186,171,0,19,0,0,0,3,0,0,19,0,3,,0.413,,0,,0.065,0,0,0.413,0,0.065,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,5,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
17,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,36,4,1,56,0,1,0,0,58,0.017,0.966,0,0.017,0,0,Porites lobata,139,59,70,54,209,198,7,54,0,1,0,9,0,0,61,1,10,7,0.947,0,0.018,0,0.158,0,0,1.052,0.017,0.172,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,7.1,2.4,,3,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
17,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,36,4,1,56,0,1,0,0,58,0.017,0.966,0,0.017,0,0,Porites lobata,139,59,70,54,209,198,7,54,0,1,0,9,0,0,61,1,10,7,0.947,0,0.018,0,0.158,0,0,1.052,0.017,0.172,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,7.1,4.1,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
17,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,36,4,1,56,0,1,0,0,58,0.017,0.966,0,0.017,0,0,Porites lobata,139,59,70,54,209,198,7,54,0,1,0,9,0,0,61,1,10,7,0.947,0,0.018,0,0.158,0,0,1.052,0.017,0.172,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,8.1,3.5,,,day 2,Natalie Loftus,Anthony Baniaga,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,
17,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,36,4,1,56,0,1,0,0,58,0.017,0.966,0,0.017,0,0,Porites lobata,139,59,70,54,209,198,7,54,0,1,0,9,0,0,61,1,10,7,0.947,0,0.018,0,0.158,0,0,1.052,0.017,0.172,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,5.1,4.5,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
18,OOB,3,03_may_2024,8:50,10:55,Outer Opunohu Bay,-17.492124,-149.851449,-17.491744,-149.851259,38,7,0,8,0,9,0,0,17,0,0.471,0,0.529,0,0,Porites lobata,201,27,23,21,63,228,0,21,0,0,0,1,0,0,21,0,1,,1.235,,0,,0.059,0,0,1.235,0,0.059,0.547,0.574,0.417,3.453,3.881,3.412,0.102473,0.243592,352,,7.1,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
