bommie_number,siteCode,siteNumber,date,startTime,endTime,site,lat_start,lon_start,lat_end,lon_end,x_coord,y_coord,live_coral_total,dead_coral_total,turf_total,macroalgae_total,rock_total,invertebrate_total,number_total_points,proportion_live_coral,proportion_dead_coral,proportion_turf,proportion_macroalgae,proportion_rock,proportion_invertebrate,final_coralSpecies,depth,height,length,width,circumference,depth_to_benthos,L_onLive,L_onDead,D_liveOnLive,D_liveOnDead,D_deadOnLive,D_deadOnDead,tridacna,spirobranchus,total_L,total_live_D,total_D,density_L_onLive,density_L_onDead,density_D_liveOnLive,density_D_liveOnDead,density_D_deadOnLive,density_D_deadOnDead,density_tridacna,density_spirobranchus,density_total_L,density_total_live_D,density_total_D,percent_N_jan,percent_N_may,percent_N_aug,jan_d15,may_d15,aug_d15,avg_speed,avg_speed_offshore,distanceOutBay,L_onLive_diameter,L_onDead_diameter,D_onLive_diameter,D_onDead_diameter,notes,collector1,collector2,collector3,,,,,,,,,,,,,,,,,,,,,,,
14,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,13,-8,15,0,0,6,0,0,21,0.714,0,0,0.286,0,0,Porites lobata,118,22,37,26,100,140,152,0,0,0,0,0,0,0,152,0,0,10.133,0,0,0,0,0,0,0,7.238,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,3.9,,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
14,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,13,-8,15,0,0,6,0,0,21,0.714,0,0,0.286,0,0,Porites lobata,118,22,37,26,100,140,152,0,0,0,0,0,0,0,152,0,0,10.133,0,0,0,0,0,0,0,7.238,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,4,,,,1? hole but unclear --> removed in clean data,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
15,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,26,0,11,4,0,1,0,0,16,0.688,0.25,0,0.063,0,0,Porites lobata,141,27,50,23,135,168,5,0,0,0,0,0,0,0,5,0,0,0.455,0,0,0,0,0,0,0,0.313,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,3.1,,,,,Natalie Loftus,Anthony Baniaga,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,
15,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,26,0,11,4,0,1,0,0,16,0.688,0.25,0,0.063,0,0,Porites lobata,141,27,50,23,135,168,5,0,0,0,0,0,0,0,5,0,0,0.455,0,0,0,0,0,0,0,0.313,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,3.6,,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
15,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,26,0,11,4,0,1,0,0,16,0.688,0.25,0,0.063,0,0,Porites lobata,141,27,50,23,135,168,5,0,0,0,0,0,0,0,5,0,0,0.455,0,0,0,0,0,0,0,0.313,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,3.1,,,,1 dead Tridacna,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
15,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,26,0,11,4,0,1,0,0,16,0.688,0.25,0,0.063,0,0,Porites lobata,141,27,50,23,135,168,5,0,0,0,0,0,0,0,5,0,0,0.455,0,0,0,0,0,0,0,0.313,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,3.2,,,,"4 (holes but coral too dead to tell, not dendro?)",Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
16,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,34,9,9,0,0,0,0,0,9,1,0,0,0,0,0,Porites lobata,673,19,26,20,62,692,229,0,0,0,0,0,0,0,229,0,0,25.444,,0,,0,,0,0,25.444,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,1.3,,,,day 2,Natalie Loftus,Anthony Baniaga,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,
16,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,34,9,9,0,0,0,0,0,9,1,0,0,0,0,0,Porites lobata,673,19,26,20,62,692,229,0,0,0,0,0,0,0,229,0,0,25.444,,0,,0,,0,0,25.444,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,1,,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
16,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,34,9,9,0,0,0,0,0,9,1,0,0,0,0,0,Porites lobata,673,19,26,20,62,692,229,0,0,0,0,0,0,0,229,0,0,25.444,,0,,0,,0,0,25.444,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,1.4,,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
16,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,34,9,9,0,0,0,0,0,9,1,0,0,0,0,0,Porites lobata,673,19,26,20,62,692,229,0,0,0,0,0,0,0,229,0,0,25.444,,0,,0,,0,0,25.444,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,0.8,,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
17,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,38,6,2,0,0,0,0,0,2,1,0,0,0,0,0,Porites lobata,296,13,16,14,38,309,18,0,0,0,0,0,0,0,18,0,0,9,,0,,0,,0,0,9,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,3,,,,day 2,Natalie Loftus,Anthony Baniaga,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,
17,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,38,6,2,0,0,0,0,0,2,1,0,0,0,0,0,Porites lobata,296,13,16,14,38,309,18,0,0,0,0,0,0,0,18,0,0,9,,0,,0,,0,0,9,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,2,,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
17,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,38,6,2,0,0,0,0,0,2,1,0,0,0,0,0,Porites lobata,296,13,16,14,38,309,18,0,0,0,0,0,0,0,18,0,0,9,,0,,0,,0,0,9,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,3,,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
17,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,38,6,2,0,0,0,0,0,2,1,0,0,0,0,0,Porites lobata,296,13,16,14,38,309,18,0,0,0,0,0,0,0,18,0,0,9,,0,,0,,0,0,9,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,4.7,,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
18,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,45,-1,23,21,0,9,0,0,53,0.434,0.396,0,0.17,0,0,Porites lobata,96,35,56,50,180,131,123,6,0,0,0,4,0,0,129,0,4,5.348,0.2,0,0,0,0.133,0,0,2.434,0,0.075,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,4.5,3.3,,,day 2,Natalie Loftus,Anthony Baniaga,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,
18,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,45,-1,23,21,0,9,0,0,53,0.434,0.396,0,0.17,0,0,Porites lobata,96,35,56,50,180,131,123,6,0,0,0,4,0,0,129,0,4,5.348,0.2,0,0,0,0.133,0,0,2.434,0,0.075,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,3,3.3,,,22 on dead coral (doesn't seem like dendro),Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
18,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,45,-1,23,21,0,9,0,0,53,0.434,0.396,0,0.17,0,0,Porites lobata,96,35,56,50,180,131,123,6,0,0,0,4,0,0,129,0,4,5.348,0.2,0,0,0,0.133,0,0,2.434,0,0.075,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,3.6,3.2,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
18,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,45,-1,23,21,0,9,0,0,53,0.434,0.396,0,0.17,0,0,Porites lobata,96,35,56,50,180,131,123,6,0,0,0,4,0,0,129,0,4,5.348,0.2,0,0,0,0.133,0,0,2.434,0,0.075,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,4,2.6,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
19,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,48,-2,30,17,0,1,0,0,48,0.625,0.354,0,0.021,0,0,Porites lobata,93,45,60,46,182,138,57,0,0,0,0,0,0,0,57,0,0,1.9,0,0,0,0,0,0,0,1.188,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,5,,,,day 2,Natalie Loftus,Anthony Baniaga,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,
19,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,48,-2,30,17,0,1,0,0,48,0.625,0.354,0,0.021,0,0,Porites lobata,93,45,60,46,182,138,57,0,0,0,0,0,0,0,57,0,0,1.9,0,0,0,0,0,0,0,1.188,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,3,,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
19,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,48,-2,30,17,0,1,0,0,48,0.625,0.354,0,0.021,0,0,Porites lobata,93,45,60,46,182,138,57,0,0,0,0,0,0,0,57,0,0,1.9,0,0,0,0,0,0,0,1.188,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,3.4,,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
19,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,48,-2,30,17,0,1,0,0,48,0.625,0.354,0,0.021,0,0,Porites lobata,93,45,60,46,182,138,57,0,0,0,0,0,0,0,57,0,0,1.9,0,0,0,0,0,0,0,1.188,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,3.3,,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
20,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,48,1,8,0,0,3,0,0,11,0.727,0,0,0.273,0,0,Porites lobata,111,19,23,20,63,130,110,0,0,0,0,0,0,0,110,0,0,13.75,0,0,0,0,0,0,0,10,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,2.2,,,,day 2,Natalie Loftus,Anthony Baniaga,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,
20,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,48,1,8,0,0,3,0,0,11,0.727,0,0,0.273,0,0,Porites lobata,111,19,23,20,63,130,110,0,0,0,0,0,0,0,110,0,0,13.75,0,0,0,0,0,0,0,10,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,3,,,,"1 Lithophaga on live coral clearly dead, diameter 7.1 cm",Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
20,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,48,1,8,0,0,3,0,0,11,0.727,0,0,0.273,0,0,Porites lobata,111,19,23,20,63,130,110,0,0,0,0,0,0,0,110,0,0,13.75,0,0,0,0,0,0,0,10,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,2.2,,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
20,MCB,5,09_may_2024,8:52,10:55,Middle Cooks Bay,-17.496967,-149.817899,-17.496505,-149.817891,48,1,8,0,0,3,0,0,11,0.727,0,0,0.273,0,0,Porites lobata,111,19,23,20,63,130,110,0,0,0,0,0,0,0,110,0,0,13.75,0,0,0,0,0,0,0,10,0,0,0.435,0.571,0.489,4.075,5.223,4.308,0.007387,0.014829,-1437,4,,,,,Zoe Fu-Chen,Ellie Fox,,,,,,,,,,,,,,,,,,,,,,,,
1,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,3,-8,2,1,0,1,0,0,4,0.5,0.25,0,0.25,0,0,Porites lobata,36,63,19,18,48,99,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0.25,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,,,,,,Ethan Kahn,Natalie Loftus,,,,,,,,,,,,,,,,,,,,,,,,
1,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,3,-8,2,1,0,1,0,0,4,0.5,0.25,0,0.25,0,0,Porites lobata,36,63,19,18,48,99,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0.25,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,,,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
1,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,3,-8,2,1,0,1,0,0,4,0.5,0.25,0,0.25,0,0,Porites lobata,36,63,19,18,48,99,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0.25,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,,,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
1,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,3,-8,2,1,0,1,0,0,4,0.5,0.25,0,0.25,0,0,Porites lobata,36,63,19,18,48,99,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0.25,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,,,,,day 2,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
3,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,10,-2,32,0,0,0,10,0,42,0.762,0,0,0,0.238,0,Porites lobata,85,39,49,42,125,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,,,,,,Ethan Kahn,Natalie Loftus,,,,,,,,,,,,,,,,,,,,,,,,
3,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,10,-2,32,0,0,0,10,0,42,0.762,0,0,0,0.238,0,Porites lobata,85,39,49,42,125,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,,,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
3,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,10,-2,32,0,0,0,10,0,42,0.762,0,0,0,0.238,0,Porites lobata,85,39,49,42,125,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,,,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
3,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,10,-2,32,0,0,0,10,0,42,0.762,0,0,0,0.238,0,Porites lobata,85,39,49,42,125,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,,,,,day 2,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
6,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,25,0,10,1,0,0,1,0,12,0.833,0.083,0,0,0.083,0,Porites lobata,88,31,27,22,77,119,1,0,1,0,2,0,0,0,1,1,3,0.1,0,0.1,0,0.2,0,0,0,0.083,0.083,0.25,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,5,,2,,,Ethan Kahn,Natalie Loftus,,,,,,,,,,,,,,,,,,,,,,,,
6,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,25,0,10,1,0,0,1,0,12,0.833,0.083,0,0,0.083,0,Porites lobata,88,31,27,22,77,119,1,0,1,0,2,0,0,0,1,1,3,0.1,0,0.1,0,0.2,0,0,0,0.083,0.083,0.25,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,,,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
6,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,25,0,10,1,0,0,1,0,12,0.833,0.083,0,0,0.083,0,Porites lobata,88,31,27,22,77,119,1,0,1,0,2,0,0,0,1,1,3,0.1,0,0.1,0,0.2,0,0,0,0.083,0.083,0.25,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,,,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
6,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,25,0,10,1,0,0,1,0,12,0.833,0.083,0,0,0.083,0,Porites lobata,88,31,27,22,77,119,1,0,1,0,2,0,0,0,1,1,3,0.1,0,0.1,0,0.2,0,0,0,0.083,0.083,0.25,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,,,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
7,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,44,-5,2,0,0,4,2,0,8,0.25,0,0,0.5,0.25,0,Porites lobata,53,30,28,22,78,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,,,,,,Ethan Kahn,Natalie Loftus,,,,,,,,,,,,,,,,,,,,,,,,
7,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,44,-5,2,0,0,4,2,0,8,0.25,0,0,0.5,0.25,0,Porites lobata,53,30,28,22,78,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,,,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
7,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,44,-5,2,0,0,4,2,0,8,0.25,0,0,0.5,0.25,0,Porites lobata,53,30,28,22,78,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,,,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
7,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,44,-5,2,0,0,4,2,0,8,0.25,0,0,0.5,0.25,0,Porites lobata,53,30,28,22,78,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,,,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
8,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,47,-8,103,1,4,5,1,0,114,0.904,0.009,0.035,0.044,0.009,0,Porites lobata,84,58,95,59,224,142,13,0,2,0,1,0,0,0,13,2,3,0.126,0,0.019,0,0.01,0,0,0,0.114,0.018,0.026,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,0.2,,3.1,,,Ethan Kahn,Natalie Loftus,,,,,,,,,,,,,,,,,,,,,,,,
8,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,47,-8,103,1,4,5,1,0,114,0.904,0.009,0.035,0.044,0.009,0,Porites lobata,84,58,95,59,224,142,13,0,2,0,1,0,0,0,13,2,3,0.126,0,0.019,0,0.01,0,0,0,0.114,0.018,0.026,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,0.3,,4.7,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
8,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,47,-8,103,1,4,5,1,0,114,0.904,0.009,0.035,0.044,0.009,0,Porites lobata,84,58,95,59,224,142,13,0,2,0,1,0,0,0,13,2,3,0.126,0,0.019,0,0.01,0,0,0,0.114,0.018,0.026,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,0.1,,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
8,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,47,-8,103,1,4,5,1,0,114,0.904,0.009,0.035,0.044,0.009,0,Porites lobata,84,58,95,59,224,142,13,0,2,0,1,0,0,0,13,2,3,0.126,0,0.019,0,0.01,0,0,0,0.114,0.018,0.026,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,1.3,,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
9,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,48,-1,8,0,5,0,0,0,13,0.615,0,0.385,0,0,0,Porites lobata,121,35,28,21,54,156,9,0,0,1,0,0,0,0,9,1,1,1.125,0,0,0.2,0,0,0,0,0.692,0.077,0.077,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,2,,,4.7,,Ethan Kahn,Natalie Loftus,,,,,,,,,,,,,,,,,,,,,,,,
9,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,48,-1,8,0,5,0,0,0,13,0.615,0,0.385,0,0,0,Porites lobata,121,35,28,21,54,156,9,0,0,1,0,0,0,0,9,1,1,1.125,0,0,0.2,0,0,0,0,0.692,0.077,0.077,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,1.9,,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
9,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,48,-1,8,0,5,0,0,0,13,0.615,0,0.385,0,0,0,Porites lobata,121,35,28,21,54,156,9,0,0,1,0,0,0,0,9,1,1,1.125,0,0,0.2,0,0,0,0,0.692,0.077,0.077,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,0.2,,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
9,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,48,-1,8,0,5,0,0,0,13,0.615,0,0.385,0,0,0,Porites lobata,121,35,28,21,54,156,9,0,0,1,0,0,0,0,9,1,1,1.125,0,0,0.2,0,0,0,0,0.692,0.077,0.077,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,0.2,,,,,Ellie Fox,Zoe Fu-Chen,,,,,,,,,,,,,,,,,,,,,,,,
10,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,49,-7,78,15,13,10,0,0,116,0.672,0.129,0.112,0.086,0,0,Porites lobata,81,70,92,54,231,151,8,0,0,0,0,10,0,0,8,0,10,0.103,0,0,0,0,0.263,0,0,0.069,0,0.086,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,2.5,,,,,Ethan Kahn,Natalie Loftus,,,,,,,,,,,,,,,,,,,,,,,,
10,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,49,-7,78,15,13,10,0,0,116,0.672,0.129,0.112,0.086,0,0,Porites lobata,81,70,92,54,231,151,8,0,0,0,0,10,0,0,8,0,10,0.103,0,0,0,0,0.263,0,0,0.069,0,0.086,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,1.4,,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
10,OCB,6,29_apr_2024,8:45,10:50,Outer Cook's Bay,-17.487256,-149.818288,-17.486622,-149.817908,49,-7,78,15,13,10,0,0,116,0.672,0.129,0.112,0.086,0,0,Porites lobata,81,70,92,54,231,151,8,0,0,0,0,10,0,0,8,0,10,0.103,0,0,0,0,0.263,0,0,0.069,0,0.086,0.61,0.596,0.358,3.545,4.469,3.871,0.013543,0.01227,-328,0.8,,,,,Natalie Loftus,Ethan Kahn,,,,,,,,,,,,,,,,,,,,,,,,
